"Site_Subject_ID","X","Y","Elevation","Gradient","Trees"
77938,355,160,143.69,0.01443983,0
77939,591,1.9,,,1
77940,295,460,150.34,0.04517404,0
77942,470,250,142.03,0.06776937,0
77944,286.3,378,,,1
77948,10,355,147.91,0.05193605,0
77955,955,360,133.02,0.1783593,0
77956,735,60,142.16,0.120057,0
77957,725,40,140.28,0.1003111,0
77971,415,275,141.72,0.01426967,0
77974,315,65,143.18,0.05593136,0
77976,405,425,144.53,0.02489427,0
77978,590,315,153.22,0.05187412,0
77980,205,260,141.51,0.0794955,0
77984,370,75,143.11,0.09634006,0
77985,195,45,140.02,0.04042062,0
77986,225,415,145.65,0.07774686,0
77990,635,20,140.7,0.07529323,0
77993,485,390,149.86,0.06990914,0
77995,95,410,149.78,0.02843752,0
78001,462.1,407,,,1
78013,240,485,148.91,0.05623617,0
78014,950,470,136.23,0.08476523,0
78015,546.8,270.7,,,1
78018,250,440,148.47,0.05740158,0
78019,260,275,140.43,0.007776464,0
78030,575,315,152.49,0.05668431,0
78040,600,135,150.33,0.04933455,0
78042,440,15,129.53,0.1404183,0
78046,410,80,143.1,0.1134583,0
78049,970,75,126.02,0.0935076,0
78050,150,220,140.31,0.07425608,0
78051,635,45,143.25,0.1031991,0
78052,980,435,135.69,0.2227576,0
78053,722.6,105.8,,,1
78063,560,430,154.37,0.05150882,0
78064,675,85,145.97,0.1326659,0
78065,950,370,136.37,0.2085216,0
78072,951.4,407.5,,,1
78073,495,110,146.12,0.08039744,0
78074,560,120,148.7,0.06500933,0
78075,260,25,139.63,0.1467506,0
78087,130,145,138.05,0.06676085,0
78090,940,120,130.01,0.1024329,0
78091,725,180,155.37,0.03090401,0
78094,60,285,145.64,0.0620823,0
78099,830,310,150.96,0.1551389,0
78108,527,325,,,0
78110,748.9,126.8,,,1
78111,125.9,357.1,,,1
78113,55,280,145.34,0.06213166,0
78135,905,25,126.16,0.09585228,0
78138,455,500,146.25,0.0823409,0
78139,27.9,208.6,,,1
78142,915,185,134.04,0.08942019,0
78143,100,305,146.8,0.05912504,0
78146,735,15,137.87,0.1157653,0
78147,170,335,145.2,0.04647089,0
78149,315.8,349.3,,,1
78150,610,245,152.7,0.02982022,0
78151,55,125,137.53,0.06088003,0
78154,330,435,149.27,0.06258396,0
78163,865,180,142.64,0.2271191,0
78165,300,125,143.73,0.008809799,0
78170,320,100,143.81,0.01400511,0
78175,825,10,130.67,0.1963943,0
78195,295,220,141.01,0.03200875,0
78202,596.2,138.5,,,1
78213,267.2,439.8,,,1
78214,810,350,153.54,0.06604058,0
78217,40,240,143.52,0.03948658,0
78222,629.7,266.4,,,1
78223,280,360,143.57,0.08501303,0
78224,115,385,148.78,0.06237821,0
78225,265,330,141.47,0.04511559,0
78231,240,395,145.41,0.08261664,0
78235,305,500,152.22,0.04153206,0
78236,625,340,155.26,0.04422636,0
78238,719.7,103.7,,,1
78239,850,270,146.11,0.1917307,0
78241,285,160,143.32,0.01806362,0
78242,30,175,140.04,0.05379832,0
78244,535,145,147.76,0.05241271,0
78247,270,95,142.72,0.03187791,0
78250,395,140,143.96,0.0130228,0
78258,450,75,140.84,0.1726922,0
78260,255,290,140.52,0.01806054,0
78264,80,210,141.7,0.06343339,0
78267,30,415,147.67,0.137609,0
78273,340,355,144.24,0.04463373,0
78274,405,325,142.25,0.02742832,0
78281,815,25,135.46,0.2307975,0
78282,730,45,140.8,0.1049354,0
78289,50,490,141.12,0.1036202,0
78291,295.5,367.6,,,1
78292,385,250,141.02,0.0173685,0
78294,430,95,144.03,0.06265911,0
78295,847,370.9,,,1
78299,750,20,138.67,0.136785,0
78308,410,55,138.85,0.2070547,0
78312,815,375,153.76,0.0484454,0
78314,945,465,136.36,0.07348801,0
78318,390,115,144.14,0.004905751,0
78320,665,45,142.27,0.1005386,0
78321,100.1,218.7,,,1
78330,70,210,141.72,0.06098448,0
78332,680,190,153.91,0.03722074,0
78337,695,400,157.73,0.00909467,0
78348,176.3,55.3,,,1
78350,188.9,8.4,,,1
78356,770,265,156.1,0.02410572,0
78367,935,480,136.62,0.1038772,0
78369,840,260,147.95,0.2037452,0
78370,390,280,141.6,0.01871788,0
78372,705,5,137.6,0.1438387,0
78379,710,225,155.71,0.03359571,0
78381,275,230,140.61,0.02213022,0
78387,540,325,151.27,0.05843925,0
78397,430,285,141.71,0.01436274,0
78398,450,35,132.31,0.1814345,0
78406,220,110,142.14,0.03771846,0
78408,113.4,273.2,,,1
78410,440,10,128.92,0.1289378,0
78411,679.5,108,,,1
78413,455,270,141.59,0.03096546,0
78418,140,100,137.14,0.0620047,0
78422,405,45,137.52,0.22617,0
78435,440,480,145.54,0.01884346,0
78438,990,340,131.62,0.1004525,0
78440,725,140,154.17,0.08430975,0
78449,118.6,110.4,,,1
78450,715,430,157.45,0.002668704,0
78451,340,295,141.28,0.03680359,0
78457,920,110,130.79,0.08979355,0
78458,135,460,148.2,0.02518541,0
78459,275,45,141.18,0.08075254,0
78461,35,55,131.95,0.162494,0
78463,875,145,136.51,0.1733011,0
78464,370,15,130.69,0.2066097,0
78466,576.3,12.1,,,1
78468,825,70,140.16,0.2255131,0
78471,100,165,138,0.09860807,0
78477,530.3,391.4,,,1
78478,450,465,147.56,0.111685,0
78480,665,355,156.77,0.03363813,0
78481,970,25,123.51,0.07854887,0
78482,145,270,143.68,0.06455596,0
78483,899.1,346.1,,,1
78484,105,480,147.33,0.09238717,0
78489,200,390,143.98,0.0373377,0
78490,910,100,130.72,0.09037814,0
78493,410,410,144.46,0.04524453,0
78494,845,70,135.92,0.2400031,0
78499,975,80,125.48,0.0975683,0
78503,355,335,143.82,0.04220323,0
78506,662.4,19.5,,,1
78513,730,475,158.03,0.0223467,0
78521,93.8,295.2,,,1
78524,845,205,148.05,0.2513391,0
78528,235,115,142.6,0.03080416,0
78531,925.2,237.1,,,1
78539,955,25,123.68,0.08710315,0
78543,570,280,151.22,0.0533808,0
78545,899,332.7,,,1
78546,134.3,354,,,1
78550,290,185,142.5,0.04184422,0
78552,838.4,422.4,,,1
78554,155,380,145.84,0.05391111,0
78555,975,465,132.76,0.1556957,0
78561,710,370,156.67,0.0252784,0
78566,10,140,137.26,0.1453639,0
78567,311.4,467.7,,,1
78572,430,350,144.61,0.08143288,0
78576,730,175,155.37,0.0290415,0
78580,55,310,147.16,0.06084004,0
78581,950,55,126.95,0.08689422,0
78583,280,120,143.42,0.01754673,0
78597,131.7,242.4,,,1
78599,300.1,482.6,,,1
78600,475,175,,,0
78601,500,275,145.91,0.1283106,0
78602,725,75,143.64,0.1358649,0
78603,835,230,148.4,0.2158892,0
78605,24.3,95.4,,,1
78606,575,80,145.08,0.1300774,0
78610,155,205,140.06,0.04958318,0
78616,710,230,155.81,0.03328875,0
78621,5,170,139.88,0.06842359,0
78622,150,240,141.53,0.07077317,0
78627,1000,430,129.64,0.2846527,0
78637,745,240,156.39,0.006902088,0
78644,740,90,146.79,0.1786207,0
78645,970,390,133.33,0.1930225,0
78647,855,270,144.98,0.1841591,0
78653,380,355,144.03,0.03822704,0
78655,220,470,147.4,0.05284134,0
78657,310,500,152.29,0.0393394,0
78658,360,470,150,0.08759727,0
78660,750,440,157.3,0.01722083,0
78661,790,200,156.63,0.03081879,0
78664,935,325,134.2,0.1729643,0
78671,245,270,140.43,0.01918413,0
78673,515,195,146.11,0.0903477,0
78683,95,230,142.98,0.06161789,0
78684,60,250,143.71,0.04222274,0
78696,105,110,135.9,0.1028709,0
78697,825,440,152.84,0.1588184,0
78700,740,50,141.39,0.1140084,0
78704,985,165,126.23,0.1070463,0
78708,150,55,136.73,0.05610607,0
78712,475,25,131.51,0.1562399,0
78715,425,400,145.24,0.1028905,0
78718,527.2,36.7,,,1
78722,179,140.3,,,1
78723,305,45,141.72,0.1309085,0
78727,360,15,131.32,0.2067705,0
78731,350,295,141.38,0.03933381,0
78733,465,60,138.19,0.1865449,0
78736,315.2,474.2,,,1
78740,375,410,145.92,0.05939617,0
78742,701,102.4,,,1
78743,865,280,143.29,0.1683197,0
78747,595,170,151.26,0.03953025,0
78748,250,415,147.38,0.07299911,0
78758,635,425,157.32,0.03986615,0
78765,615,75,146.35,0.09585909,0
78767,548.1,55.6,,,1
78768,4,99.8,,,1
78772,129,226.2,,,1
78773,635,160,152.18,0.0398729,0
78774,715,425,157.67,0.003406338,0
78777,190,190,140.46,0.07893236,0
78784,260,10,136.74,0.2013969,0
78785,300,90,143.4,0.02863243,0
78790,200,410,144.61,0.03518301,0
78794,5,145,137.62,0.1479652,0
78798,25,225,142.74,0.05138481,0
78800,400,250,141.29,0.01630476,0
78812,195,350,143.99,0.05874798,0
78813,467.8,38.2,,,1
78814,905,110,131.6,0.08309306,0
78816,710,305,155.93,0.01622998,0
78820,455,255,141.28,0.02634873,0
78821,133.9,493.7,,,1
78823,905,410,143.46,0.1023578,0
78827,288.2,372.5,,,1
78837,900,500,137.68,0.1182476,0
78839,370,25,132.91,0.2288198,0
78843,710,235,155.92,0.03298796,0
78844,660,175,153.21,0.03434374,0
78845,317.2,347.4,,,1
78846,580,150,150.34,0.04004259,0
78850,575,145,150.12,0.04237904,0
78851,425,450,146.13,0.07234651,0
78859,877.5,320.9,,,1
78869,305,130,143.73,0.008099926,0
78872,335,370,144.99,0.05728909,0
78886,785,360,155.12,0.05066721,0
78898,340,390,145.96,0.0682085,0
78902,555,390,153.66,0.05085028,0
78904,930,205,132.85,0.08914857,0
78905,805,135,152.63,0.2132901,0
78909,520,325,150.2,0.06931478,0
78913,60,155,138.84,0.062756,0
78916,535,375,152.3,0.05799211,0
78918,415,10,128.88,0.1597108,0
78933,355,315,142.7,0.060254,0
78940,450,430,149.48,0.0927763,0
78941,659.5,65.4,,,1
78943,410,345,143.02,0.03803853,0
78949,430,205,141.21,0.01900116,0
78950,945,110,128.74,0.1015606,0
78952,441.9,398.3,,,1
78956,290,75,142.73,0.03952077,0
78959,855,35,129.44,0.1299175,0
78966,275,275,,,0
78971,280,420,148.26,0.05881928,0
78973,740,390,156.6,0.02995404,0
78978,302,352.1,,,1
78979,770,210,156.05,0.003965142,0
78985,500,140,146.49,0.04948941,0
78989,375,200,142.63,0.05004347,0
78991,15,360,148.21,0.05090204,0
78992,975,255,131.1,0.04688964,0
78994,475,130,145.05,0.04607951,0
78995,360,30,134.32,0.2310744,0
78999,45,500,141.8,0.1367726,0
79000,420,335,143.22,0.05399655,0
79003,645,460,158.64,0.02565029,0
79004,420,205,141.18,0.02367754,0
79005,285,280,140.43,0.005156285,0
79015,900,95,131.09,0.09180849,0
79017,897.2,421.4,,,1
79019,550,295,150.4,0.06209269,0
79022,705,0,136.74,0.1435311,0
79023,640,480,159.13,0.01818395,0
79025,20.8,217,,,1
79033,370,85,143.76,0.05304318,0
79045,125,440,148.3,0.03870394,0
79047,300.1,163.5,,,1
79055,415,95,143.97,0.04502596,0
79057,80,380,150.05,0.006770746,0
79063,153.6,118.2,,,1
79065,310,85,143.57,0.025544,0
79070,940.5,410.4,,,1
79073,425,365,145.12,0.08718395,0
79075,495,55,138.59,0.2017643,0
79078,350,465,150.53,0.07585961,0
79082,585,330,153.29,0.05185259,0
79087,495,85,142.78,0.1398444,0
79089,4.1,165.6,,,1
79090,114.1,106.6,,,1
79095,985,200,128.48,0.1160671,0
79096,325.4,125.1,,,1
79099,35,175,140.02,0.05305703,0
79103,975,25,123.43,0.07831982,0
79111,935,300,132.71,0.1435924,0
79117,15,250,143.85,0.03984686,0
79118,685,185,154.09,0.03788477,0
79123,32,267.9,,,1
79129,150,135,138.7,0.0695805,0
79134,520,0,129.57,0.1215989,0
79137,525,55,140.48,0.1712411,0
79143,920,115,131.12,0.08652506,0
79152,15,460,138.05,0.1860413,0
79153,765,130,154.61,0.08006914,0
79154,590,160,150.78,0.03910102,0
79159,235,365,143.22,0.05392874,0
79160,215,410,144.63,0.05566402,0
79165,1000,160,124.81,0.09861958,0
79167,925,10,124.6,0.07595994,0
79169,5,345,147.69,0.04913218,0
79171,835,90,140.34,0.2507634,0
79176,365,360,144.36,0.02854435,0
79178,925,485,135.71,0.1217899,0
79185,80,450,147.86,0.1126763,0
79192,820,200,154.17,0.190689,0
79194,930,35,126.31,0.1022734,0
79196,330,25,136.29,0.2146235,0
79209,870,330,144.52,0.1774904,0
79211,26.3,40.3,,,1
79213,895,360,141.84,0.1646518,0
79218,930,65,127.97,0.05483915,0
79222,580,190,150.65,0.04614986,0
79228,890,110,132.36,0.09917481,0
79232,485,35,133.1,0.1915674,0
79233,1000,135,123.82,0.07604792,0
79236,880,385,147.46,0.1978103,0
79237,460,90,142.62,0.1258305,0
79239,579.1,32.2,,,1
79240,665,20,139.96,0.1383498,0
79245,850,420,151.82,0.181544,0
79246,230,230,140.22,0.03168071,0
79247,140,335,146.73,0.06270095,0
79249,220,295,141.52,0.05303694,0
79253,415,280,141.81,0.01473574,0
79263,837.5,463.9,,,1
79277,975,75,,,0
79284,705,75,144.39,0.1272931,0
79286,5,195,141.06,0.0503576,0
79289,965,465,134.72,0.1298539,0
79296,455,345,145.03,0.1027857,0
79297,235,285,140.95,0.03283543,0
79299,835,25,130.87,0.2073459,0
79300,270,45,141.41,0.07298257,0
79302,720,200,155.69,0.0304528,0
79305,840,320,149.66,0.1733791,0
79307,935,465,137.4,0.08541784,0
79309,245,35,140.76,0.07651296,0
79314,915,5,125.07,0.06582784,0
79318,890,350,142.38,0.1649507,0
79321,240,245,139.94,0.01293114,0
79322,405,250,141.3,0.01553724,0
79327,614.5,223.2,,,1
79328,420,265,141.42,0.01281829,0
79331,590,335,153.54,0.05280637,0
79332,275,420,148.17,0.05935155,0
79334,72.3,328.8,,,1
79337,300,155,143.42,0.02031699,0
79338,320,25,136.79,0.2083315,0
79340,60,65,132.76,0.1226504,0
79341,675,65,143.73,0.1133085,0
79342,850,120,138.96,0.232654,0
79344,455,35,132.26,0.1795099,0
79346,405,220,141.1,0.01564473,0
79355,50,405,149.47,0.05444619,0
79359,595,490,157.94,0.04743141,0
79367,105,195,140.29,0.08023426,0
79369,730,440,157.35,0.005356189,0
79373,316.8,345.7,,,1
79375,385,145,143.89,0.0125798,0
79388,335,425,148.53,0.07198248,0
79395,580,250,151.52,0.04534722,0
79401,280,485,150.75,0.05004444,0
79403,35,100,136,0.0901634,0
79404,320,365,145.08,0.07191625,0
79410,970,480,135.92,0.1099246,0
79411,675,245,154.61,0.04341077,0
79412,145,110,137.49,0.07564261,0
79417,210,105,141.72,0.0419393,0
79419,540,285,149.53,0.06214867,0
79422,990,75,123.95,0.0782751,0
79429,1000,370,130.83,0.07005554,0
79430,610,470,158.41,0.0445218,0
79435,150,435,146.87,0.05012123,0
79437,950,320,132.39,0.097984,0
79439,828.3,148.4,,,1
79441,955,295,131.14,0.04715937,0
79443,600,140,150.55,0.04528943,0
79449,900,270,138.36,0.1813724,0
79450,110,395,149.02,0.05646027,0
79451,610,375,155.83,0.03801725,0
79457,124.6,293.3,,,1
79461,815,205,154.7,0.1645376,0
79463,415,260,141.33,0.01442112,0
79464,145.5,300.9,,,1
79466,815,75,142.45,0.2370335,0
79468,555,395,153.6,0.04935253,0
79472,610,185,152.03,0.03088074,0
79474,875,425,,,0
79477,980,215,128.9,0.09344855,0
79479,735,480,158.13,0.02066521,0
79489,505,405,151.48,0.0612659,0
79491,425,55,137.61,0.2187961,0
79493,100,275,144.88,0.057568,0
79495,705,110,149.25,0.1693429,0
79505,24.1,256.2,,,1
79506,865,480,143.94,0.1244203,0
79508,995,30,122.56,0.0896091,0
79518,390,65,141.73,0.1500518,0
79521,535,435,153.55,0.04569646,0
79522,410,185,142.13,0.05210795,0
79524,95.2,480.2,,,1
79525,2.8,20.4,,,1
79526,90,195,140.53,0.06988682,0
79531,415,25,131.7,0.21462,0
79546,635,225,152.93,0.02878657,0
79548,305,30,138.92,0.1894293,0
79549,960,385,135.03,0.2120222,0
79551,220,115,142.25,0.03630606,0
79555,150,195,137.67,0.02808005,0
79557,515,35,136.02,0.2247155,0
79562,995,400,131,0.09280731,0
79567,480,385,149.33,0.07147079,0
79571,505,365,150.35,0.07597284,0
79575,980,10,122.1,0.1059775,0
79576,43.6,230.7,,,1
79579,5,235,143.31,0.04461425,0
79582,133.2,497.4,,,1
79584,450,90,143.33,0.1184323,0
79585,160,220,139.63,0.07775948,0
79586,440,85,143.16,0.1310504,0
79590,575,170,150.27,0.0437918,0
79593,205,60,140.34,0.03190047,0
79594,37.3,252.1,,,1
79598,290,435,149.2,0.05016327,0
79604,700,150,154.05,0.05166266,0
79606,814.2,288.2,,,1
79608,640,50,143.55,0.1051685,0
79614,745.6,308.5,,,1
79615,302.1,96.2,,,1
79616,160,445,146.65,0.04295208,0
79617,230,440,147.19,0.07604812,0
79618,29.6,397.2,,,1
79623,80,495,143.65,0.1020497,0
79625,650,260,153.75,0.03600484,0
79629,702,60.8,,,1
79632,670,290,155.06,0.03011894,0
79633,850,140,140.41,0.2251804,0
79634,740,185,155.75,0.02223431,0
79636,895,400,144.22,0.146213,0
79643,955,440,138,0.1004341,0
79644,985,30,123.22,0.07745728,0
79646,920,295,135.29,0.1769421,0
79649,780,350,155.17,0.04202801,0
79650,66.6,487.4,,,1
79660,575,150,150.17,0.04205237,0
79662,750,70,144.34,0.1524213,0
79663,450,355,145.91,0.0957043,0
79666,610,290,153.44,0.04279691,0
79673,185,470,147.44,0.04847816,0
79677,610,40,142.76,0.1138311,0
79686,52,439.7,,,1
79690,640,470,158.88,0.02297859,0
79695,910,140,132.7,0.08028934,0
79697,295,290,140.53,0.01082471,0
79701,866.3,56.6,,,1
79704,890,235,138.66,0.181882,0
79706,520,260,148.4,0.08842002,0
79709,292.2,28.3,,,1
79713,185,375,144.79,0.04765893,0
79715,480,235,142.31,0.09526975,0
79720,390,475,148.21,0.1050157,0
79727,530,230,148.38,0.09279474,0
79728,270,460,149.72,0.04402311,0
79729,920.8,286.1,,,1
79731,625,50,144.19,0.1079482,0
79736,655,360,156.74,0.03468782,0
79738,640,160,152.34,0.04056568,0
79741,250,310,141.03,0.0293426,0
79742,100,310,147.08,0.05825639,0
79743,835,75,138.57,0.2432229,0
79745,0,405,144.94,0.2223028,0
79746,287.8,455.7,,,1
79754,297.2,6.4,,,1
79760,695,15,137.09,0.1286044,0
79766,600,345,154.35,0.05284578,0
79774,630,190,152.35,0.02951638,0
79776,405,355,142.74,0.02659781,0
79777,905,325,140.07,0.1449651,0
79783,705,180,154.75,0.03887787,0
79786,425,85,143.68,0.1100998,0
79790,810,295,152.96,0.1079559,0
79792,775,350,155.34,0.03665533,0
79794,750,425,157.2,0.02286428,0
79795,41,43.8,,,1
79796,420,375,143.97,0.07915564,0
79803,55,320,147.77,0.05936559,0
79810,160,495,148.04,0.0199712,0
79818,475,390,149.36,0.06921911,0
79826,420,155,143.82,0.03785463,0
79834,320,190,142.48,0.03633371,0
79835,115,310,146.78,0.05713669,0
79836,860,260,143.74,0.1759548,0
79837,695,215,154.89,0.04178605,0
79839,945,420,139.31,0.07989024,0
79842,800,35,138.64,0.1887052,0
79848,65,110,135.78,0.1170693,0
79852,565,305,151.44,0.06013511,0
79855,225,20,139.54,0.1169783,0
79858,841.1,208.2,,,1
79860,595,185,151.52,0.0409092,0
79863,310,405,147.92,0.05927952,0
79870,330,125,143.9,0.009063119,0
79873,80,320,147.77,0.05884621,0
79883,890,385,144.87,0.1861082,0
79885,190,345,144.29,0.05738044,0
79888,325,5,132.94,0.1651125,0
79889,595,150,150.78,0.03915967,0
79895,465,475,147.19,0.1173208,0
79896,945,360,137.54,0.202622,0
79900,864.8,286.7,,,1
79901,885,220,139.52,0.1718981,0
79908,175,425,,,0
79912,685,30,139.75,0.1399577,0
79924,925,360,139.87,0.1313169,0
79925,535,340,151.27,0.05654218,0
79941,331.4,116.4,,,1
79944,955,280,130.95,0.03574783,0
79949,350,345,144.08,0.03714332,0
79950,380,185,143.13,0.04165386,0
79953,461.1,58.9,,,1
79955,945,230,131.44,0.04945834,0
79958,595,300,153.04,0.05220049,0
79961,865,190,142.62,0.2298999,0
79967,375,265,141.27,0.02240558,0
79971,370,450,148.09,0.09349388,0
79973,60,120,136.96,0.08399207,0
79974,455,460,148.89,0.1209523,0
79975,510,335,149.93,0.08016778,0
79981,733.6,356.2,,,1
79983,790,190,156.77,0.01009381,0
79984,220.1,431.9,,,1
79985,375,335,143.75,0.03557108,0
79987,330,485,151.93,0.04502295,0
79994,725,90,145.83,0.1606172,0
79995,572.2,106.8,,,1
80001,680,85,145.72,0.133336,0
80002,730,355,156.14,0.01872907,0
80005,595,225,151.92,0.04109283,0
80008,330,315,141.84,0.06067241,0
80017,650,115,150.56,0.09448916,0
80020,985,110,124.2,0.0966431,0
80030,625,225,152.65,0.0247027,0
80043,975,395,132.54,0.1877377,0
80045,925,380,140.66,0.09693297,0
80052,490,500,147.67,0.1133343,0
80054,960,185,130.04,0.1108951,0
80060,540,415,153.28,0.04423522,0
80068,400,275,141.65,0.01638214,0
80069,185,205,139.14,0.03158181,0
80070,630,410,156.83,0.03432018,0
80071,220,290,141.44,0.05307174,0
80072,470,475,147.62,0.1282237,0
80073,605,355,155.22,0.05058399,0
80075,375,450,147.73,0.0940806,0
80084,735,400,156.98,0.03244,0
80085,765,125,154.28,0.097117,0
80086,380,205,142.18,0.05207709,0
80093,310,155,143.32,0.02151405,0
80101,895,395,144.15,0.1553653,0
80103,765,350,155.68,0.0264949,0
80108,675,495,,,0
80109,595,140,150.47,0.04412479,0
80116,705,410,157.71,0.005311358,0
80118,240,450,148.19,0.06373343,0
80123,35,310,147.13,0.05629561,0
80130,665,195,153.59,0.03521147,0
80132,500,380,150.36,0.0719244,0
80134,395,295,141.87,0.0238985,0
80136,495,175,145.33,0.08883634,0
80145,375,215,141.58,0.05029023,0
80151,155,230,140.65,0.06882956,0
80153,40,345,148.98,0.03870777,0
80154,865,300,143.93,0.1771457,0
80157,950,5,122.71,0.0948507,0
80167,335,170,143.34,0.02603491,0
80169,655,355,156.58,0.03747925,0
80171,800,285,154.54,0.08584268,0
80179,45,270,144.64,0.05692967,0
80180,525,160,147.77,0.05383386,0
80186,450,330,143.42,0.09181736,0
80197,125,135,137.99,0.06435282,0
80199,430,355,145.08,0.08468134,0
80204,0.2,192.9,,,1
80206,70,130,137.14,0.1147527,0
80208,390,215,141.31,0.03867135,0
80220,355,115,144.02,0.003534044,0
80221,140,15,136.56,0.05880751,0
80225,605,125,149.84,0.06070251,0
80227,510,175,146.43,0.07933145,0
80228,105,280,145.18,0.06063669,0
80229,1000,195,126.23,0.1275957,0
80232,293.2,442.9,,,1
80235,634.2,18.4,,,1
80238,50,305,146.87,0.06004353,0
80242,555,25,136.65,0.1550008,0
80245,840.8,76.4,,,1
80250,145,130,137.96,0.06786995,0
80252,405,115,144.2,0.002873062,0
80268,652.6,21.8,,,1
80269,400,35,135.51,0.2423691,0
80270,75,225,,,0
80278,850,390,152.06,0.1198598,0
80280,545,455,154.78,0.04979207,0
80283,655,180,153.11,0.03452503,0
80284,285,450,149.79,0.04481187,0
80289,950,480,135.14,0.09898761,0
80290,45,75,134.57,0.1328575,0
80292,320,45,141.39,0.1570093,0
80296,945,315,131.59,0.1143915,0
80299,325,405,147.49,0.0679281,0
80301,455,480,146.16,0.06767563,0
80305,310,45,141.56,0.1397658,0
80308,315,155,143.31,0.02173939,0
80310,790,460,156.13,0.09216567,0
80312,805,215,154.35,0.119534,0
80318,475,325,145.66,0.1358501,0
80320,695,155,153.9,0.04475057,0
80321,375,320,143.33,0.04850948,0
80324,860.1,64.8,,,1
80326,488,380.6,,,1
80328,765,120,153.82,0.1151627,0
80332,370,180,143.44,0.02866269,0
80334,840,130,141.82,0.2592966,0
80337,350,495,152.09,0.0642995,0
80343,915,130,131.94,0.07649792,0
80345,80,350,149.39,0.03890605,0
80347,985,375,131.19,0.06746349,0
80349,280,205,141.44,0.0472561,0
80358,205,425,144.99,0.03966776,0
80363,555,385,153.78,0.05232092,0
80365,320,200,142.22,0.0398385,0
80371,745,330,155.79,0.02095947,0
80373,775,210,156,0.008889591,0
80388,905,30,126.87,0.09553961,0
80389,375,130,143.97,0.00767647,0
80391,820,50,138.35,0.2180618,0
80393,0,350,147.36,0.05628479,0
80400,390,315,142.68,0.03748418,0
80401,175,405,145.47,0.03797206,0
80402,495,440,152.02,0.05303939,0
80406,345,250,140.74,0.009468653,0
80407,995,25,122.11,0.09588395,0
80408,600,220,152.16,0.03754791,0
80414,295,500,151.92,0.04572839,0
80416,5,125,133.86,0.199379,0
80419,940,275,131.73,0.08453176,0
80422,190,35,139.8,0.0461458,0
80427,525,490,152.07,0.1496139,0
80430,145,425,146.94,0.0567157,0
80438,915.3,343.8,,,1
80439,815,435,154.39,0.1142503,0
80449,20.2,436.6,,,1
80451,665,70,144.73,0.1184882,0
80460,880,80,131.5,0.1066045,0
80465,475,385,149.06,0.07102935,0
80467,163.5,121.1,,,1
80471,940,485,136.02,0.1042558,0
80474,875,290,141.57,0.1552085,0
80478,875,50,130.1,0.0667838,0
80484,830,270,150.17,0.1879761,0
80486,515,500,150.03,0.173802,0
80499,755,400,156.54,0.02616826,0
80500,755,240,156.39,0.009089082,0
80501,716.2,101.9,,,1
80502,271.7,474.7,,,1
80504,205,165,142.33,0.04870711,0
80505,264.4,436.1,,,1
80508,20,0,126.65,0.3047866,0
80511,785,30,139.98,0.1595934,0
80514,800,450,155.11,0.1123711,0
80516,335,65,143.25,0.0879349,0
80521,795,320,154.07,0.05246715,0
80523,540,460,154.75,0.04843567,0
80524,905,85,130.06,0.08754316,0
80525,535,290,149.4,0.06615757,0
80534,195,370,144.04,0.05160444,0
80538,215,370,143.14,0.03038442,0
80539,20,175,140.06,0.05606402,0
80540,160,355,145.56,0.05073225,0
80542,50,345,149.18,0.03881441,0
80545,680,0,133.11,0.1444343,0
80552,955,45,125.37,0.09717463,0
80554,118.5,223,,,1
80558,85,375,150.05,0.01675564,0
80562,405,135,144.03,0.01200773,0
80563,885,175,137,0.1810961,0
80565,834.2,433.2,,,1
80566,720,205,155.78,0.02953691,0
80567,850,265,145.9,0.1930672,0
80572,485,75,140.56,0.1563397,0
80573,725,380,156.66,0.03068959,0
80575,695,25,138.6,0.1255428,0
80576,816.7,234.1,,,1
80581,945,55,126.93,0.08246149,0
80585,210,20,139.63,0.0972986,0
80589,665,145,152.63,0.04727912,0
80591,145,185,137.69,0.02159687,0
80592,15,105,134.07,0.1718693,0
80595,670,480,159,0.01400586,0
80601,165,205,138.5,0.02822138,0
80602,230.8,379.7,,,1
80604,865,125,136.77,0.1903711,0
80624,465,5,128.53,0.1337592,0
80626,840,100,140.47,0.2539981,0
80629,200,490,147.97,0.04472114,0
80633,5,190,140.84,0.05056286,0
80637,395,195,142.1,0.05133885,0
80638,410,65,140.75,0.1791871,0
80639,710,110,149.27,0.17236,0
80645,175,55,138.86,0.07693454,0
80649,810,105,148.52,0.2835541,0
80654,405,5,128.05,0.1360199,0
80656,720,250,156.48,0.01752562,0
80657,225,295,141.37,0.04722948,0
80658,242.6,392.3,,,1
80659,440,35,132.64,0.1894774,0
80662,320,455,150.41,0.05041681,0
80664,290,275,140.47,0.004686885,0
80668,640,400,156.85,0.02542037,0
80670,335,490,152.17,0.045683,0
80671,715,230,156.02,0.02998745,0
80675,505,55,139.03,0.1990161,0
80676,45,400,149.44,0.05114628,0
80680,340,220,141.73,0.04377876,0
80687,815,185,155.1,0.1852679,0
80689,765,260,156.29,0.0187994,0
80696,30,90,134.91,0.1209756,0
80704,25,425,145.98,0.1863365,0
80708,142.8,335.8,,,1
80714,740,460,157.78,0.01753371,0
80715,345.7,457.8,,,1
80716,495,295,146.32,0.1369915,0
80720,660,460,158.91,0.02340668,0
80722,820,365,153.25,0.06915465,0
